list_price,primary,rent_to_own,primary_photo,source,community,products,listing_id,matterport,virtual_tours,status,permalink,price_reduced_amount,other_listings,description,location,tax_record,lead_attributes,open_houses,flags,list_date,last_update_date,coming_soon_date,photos,tags,branding,pull_date,school_ids
4300,True,,{'href': 'https://ap.rdcpix.com/e5837c11387f0ee243d4e5d8607b09e3l-m420290546s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'core.broker']}",2961947452,False,,for_rent,2419-1st-St-S_Arlington_VA_22204_M62551-99154,200.0,"{'rdc': [{'listing_id': '2961947452', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '635553098', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 4, 'baths': 4, 'baths_full': 3, 'baths_half': 1, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': 1, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 13697, 'sqft': 2016, 'year_built': 1984, 'sold_price': None, 'sold_date': None, 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2419%201st%20St%20S%2C%20Arlington%2C%20VA%2022204&size=640x480&source=outdoor&signature=NHxGp3D0sHD1Hdy1aYEz_TiXsKs=', 'address': {'line': '2419 1st St S', 'postal_code': '22204', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Arlington', 'coordinate': {'lat': 38.873369, 'lon': -77.086465}}, 'county': {'name': 'Arlington', 'fips_code': '51013'}}",{'public_record_id': '615DE23BFF72F54F37F7FC00CE1755EC'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': True, 'is_plan': None, 'is_subdivision': None}",2023-11-24T15:06:06.000000Z,2023-12-10T09:19:35Z,,"[{'href': 'https://ap.rdcpix.com/e5837c11387f0ee243d4e5d8607b09e3l-m420290546s.jpg'}, {'href': 'https://ap.rdcpix.com/e5837c11387f0ee243d4e5d8607b09e3l-m2611871415s.jpg'}]","['central_air', 'central_heat', 'dining_room', 'fireplace', 'hardwood_floors', 'spa_or_hot_tub', 'washer_dryer', 'basement', 'garage_1_or_more', 'two_or_more_stories', 'fenced_yard']","[{'type': 'Office', 'photo': None, 'name': 'KW Metro Center'}]",2023-12-17 18:56:06.172429,"['Jefferson-Middle-School-0772858851', 'Henry-Elementary-School-0772858821', 'Wakefield-High-School-0772859021']"
2200,True,,{'href': 'https://ap.rdcpix.com/1262b3631abfe40218d14b24e1c0cc26l-m3794327548s.jpg'},"{'id': 'TRBO', 'agents': None, 'type': 'unit_rental', 'spec_id': None, 'plan_id': None}",,,2937435574,False,,for_rent,10515-Lawyers-Rd_Vienna_VA_22181_M63539-79612,150.0,"{'rdc': [{'listing_id': '2937435574', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2937560342', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '2928378900', 'status': 'sold', 'listing_key': None, 'primary': None}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': None, 'sqft': 700, 'year_built': None, 'sold_price': 1100000, 'sold_date': '2021-07-21', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10515%20Lawyers%20Rd%2C%20Vienna%2C%20VA%2022181&size=640x480&source=outdoor&signature=OsxN1y8wBI0FyRlW5p5bCSnAFoM=', 'address': {'line': '10515 Lawyers Rd', 'postal_code': '22181', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Vienna', 'coordinate': {'lat': 38.922397, 'lon': -77.309731}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': '4ABE7977214C4A6DA081E51E913D6B84'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_unit', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': True, 'is_price_reduced': True, 'is_plan': None, 'is_subdivision': None}",2023-12-04T21:35:03.000000Z,2023-12-14T00:47:59Z,,"[{'href': 'https://ap.rdcpix.com/1262b3631abfe40218d14b24e1c0cc26l-m3794327548s.jpg'}, {'href': 'https://ap.rdcpix.com/1262b3631abfe40218d14b24e1c0cc26l-m4055129275s.jpg'}]","['central_air', 'pets_allowed', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': None}]",2023-12-17 18:56:06.172429,"['Madison-High-School-0772864851', 'Oakton-Elementary-School-0772865041', 'Thoreau-Middle-School-0772865361']"
750,True,,{'href': 'https://ap.rdcpix.com/03083ec31b5f0d662bec6148d956e2b6l-m1314449498s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'basic_opt_in', 'products': ['core.agent']}",2961505591,False,,for_rent,1201-Offutt-Dr_Falls-Church_VA_22046_M67299-15993,,"{'rdc': [{'listing_id': '2961505591', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2921266948', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '2454730679', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '645863442', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '635706642', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '642801966', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '631757446', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 10019, 'sqft': None, 'year_built': 1954, 'sold_price': 566000, 'sold_date': '2008-09-23', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1201%20Offutt%20Dr%2C%20Falls%20Church%2C%20VA%2022046&size=640x480&source=outdoor&signature=EKQDHLnEJ0_SwDYY3u_c0GyQy3U=', 'address': {'line': '1201 Offutt Dr', 'postal_code': '22046', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Falls Church', 'coordinate': {'lat': 38.894145, 'lon': -77.186682}}, 'county': {'name': 'Falls Church City', 'fips_code': None}}",{'public_record_id': 'DCFDA5DE800B6186A4F266D980723B55'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-11-09T22:47:43.000000Z,2023-12-01T10:26:44Z,,"[{'href': 'https://ap.rdcpix.com/03083ec31b5f0d662bec6148d956e2b6l-m1314449498s.jpg'}, {'href': 'https://ap.rdcpix.com/03083ec31b5f0d662bec6148d956e2b6l-m3920026180s.jpg'}]","['forced_air', 'washer_dryer', 'basement', 'rental_property', 'shopping']","[{'type': 'Office', 'photo': None, 'name': 'Bankers Realty'}]",2023-12-17 18:56:06.172429,"['Meridian-High-School-0772866421', 'Mt.-Daniel-School-0772866451', 'Mary-Ellen-Henderson-Middle-School-0772866431']"
4950,True,,{'href': 'https://ap.rdcpix.com/1d350319edf73db136203f2db4e56249l-m1230465844s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': 'Richey Real Estate Services'}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'core.broker']}",2961895482,False,,for_rent,6466-Lake-Meadow-Dr_Burke_VA_22015_M59385-18586,50.0,"{'rdc': [{'listing_id': '2961895482', 'status': 'for_rent', 'listing_key': None, 'primary': True}]}","{'beds': 4, 'baths': 5, 'baths_full': 4, 'baths_half': 1, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 26742, 'sqft': 4188, 'year_built': 1994, 'sold_price': 459000, 'sold_date': '1994-11-18', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6466%20Lake%20Meadow%20Dr%2C%20Burke%2C%20VA%2022015&size=640x480&source=outdoor&signature=u9PO8eEUm3saMVFiXe-zuvrNs9A=', 'address': {'line': '6466 Lake Meadow Dr', 'postal_code': '22015', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Burke', 'coordinate': {'lat': 38.778185, 'lon': -77.292997}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': 'CEC4B63641345507946028330C4E1B56'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': True, 'is_plan': None, 'is_subdivision': None}",2023-11-21T19:08:22.000000Z,2023-12-04T13:46:25Z,,"[{'href': 'https://ap.rdcpix.com/1d350319edf73db136203f2db4e56249l-m1230465844s.jpg'}, {'href': 'https://ap.rdcpix.com/1d350319edf73db136203f2db4e56249l-m3603453522s.jpg'}]","['central_air', 'fireplace', 'forced_air', 'basement', 'garage_1_or_more', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': 'Richey Real Estate Services'}]",2023-12-17 18:56:06.172429,"['Cherry-Run-Elementary-School-0772866011', 'Lake-Braddock-Secondary-0772864661']"
1700,True,,{'href': 'https://ap.rdcpix.com/32dbfe23880e4fb3fd518ab00b547117l-m771404551s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,,2960237669,False,,for_rent,2526-24th-St-N-Level_Arlington_VA_22207_M94243-13873,100.0,"{'rdc': [{'listing_id': '2960237669', 'status': 'for_rent', 'listing_key': None, 'primary': True}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 650, 'sqft': 650, 'year_built': 1940, 'sold_price': None, 'sold_date': None, 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2526%2024th%20St%20N%20Unit%20Level%2C%20Arlington%2C%20VA%2022207&size=640x480&source=outdoor&signature=AKZcpKOkfAGNKYC5AO_fFoDRVQY=', 'address': {'line': '2526 24th St N Unit Level', 'postal_code': '22207', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Arlington', 'coordinate': {'lat': 38.900543, 'lon': -77.091797}}, 'county': {'name': 'Arlington', 'fips_code': '51013'}}",,"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': False, 'is_plan': None, 'is_subdivision': None}",2023-10-04T14:40:05.000000Z,2023-11-15T10:56:09Z,,"[{'href': 'https://ap.rdcpix.com/32dbfe23880e4fb3fd518ab00b547117l-m771404551s.jpg'}, {'href': 'https://ap.rdcpix.com/32dbfe23880e4fb3fd518ab00b547117l-m3073764396s.jpg'}]","['central_air', 'central_heat', 'disability_features', 'fireplace', 'basement', 'single_story', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': ""Renter's Warehouse Dc""}]",2023-12-17 18:56:06.172429,['Dorothy-Hamm-Middle-0772967701']
3900,True,,{'href': 'https://ap.rdcpix.com/f63aaf04c3a98cd67ffd28adaf036b30l-m3035159015s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'core.broker']}",2962536998,False,,for_rent,8650-Wind-Song-Ct_Springfield_VA_22153_M50835-31661,,"{'rdc': [{'listing_id': '2962536998', 'status': 'for_rent', 'listing_key': None, 'primary': True}]}","{'beds': 5, 'baths': 4, 'baths_full': 3, 'baths_half': 1, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': 2, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 9962, 'sqft': 2016, 'year_built': 1979, 'sold_price': 200000, 'sold_date': '1991-10-04', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8650%20Wind%20Song%20Ct%2C%20Springfield%2C%20VA%2022153&size=640x480&source=outdoor&signature=hL3X_EioF9HP5q1n47Vhwwp76CU=', 'address': {'line': '8650 Wind Song Ct', 'postal_code': '22153', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Springfield', 'coordinate': {'lat': 38.739808, 'lon': -77.242579}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': '3EBF1DC9338BA04A62D99E8455AF121B'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': True, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-12-14T08:06:06.000000Z,2023-12-15T01:46:11Z,,"[{'href': 'https://ap.rdcpix.com/f63aaf04c3a98cd67ffd28adaf036b30l-m3035159015s.jpg'}, {'href': 'https://ap.rdcpix.com/f63aaf04c3a98cd67ffd28adaf036b30l-m3478378785s.jpg'}]","['central_air', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'pets_allowed', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'two_or_more_stories', 'updated_kitchen', 'basketball_court', 'master_bedroom', 'tennis_court', 'ensuite', 'playground', 'tennis', 'basketball', 'lake']","[{'type': 'Office', 'photo': None, 'name': 'CENTURY 21 Accent Homes, Inc.'}]",2023-12-17 18:56:06.172429,"['Newington-Forest-Elementary-School-0772866021', 'South-County-Middle-School-0772933901', 'South-County-High-School-0772903241']"
5000,True,,{'href': 'https://ap.rdcpix.com/c50fc63ab2cf0bdee1ebad5b9bdff50el-m77896747s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': 'Keller Williams Capital Properties'}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'core.broker']}",2962005651,False,"[{'href': 'https://listings.cynthiajamesphotography.com/sites/dzbaqjz/unbranded', 'type': None}]",for_rent,5304-Orchardson-Ct_Fairfax_VA_22032_M65837-81528,,"{'rdc': [{'listing_id': '2962005651', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2961522552', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '2960039204', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 5, 'baths': 3, 'baths_full': 3, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': 2, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 10682, 'sqft': 2200, 'year_built': 1971, 'sold_price': 525000, 'sold_date': '2023-06-26', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5304%20Orchardson%20Ct%2C%20Fairfax%2C%20VA%2022032&size=640x480&source=outdoor&signature=IKcUgeXseUpcAIiGPTuSMhBLFRU=', 'address': {'line': '5304 Orchardson Ct', 'postal_code': '22032', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Fairfax', 'coordinate': {'lat': 38.810363, 'lon': -77.288663}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': 'F5408C5BBCAC0956D213E95F43EEE5DA'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-11-28T16:52:24.000000Z,2023-11-28T11:50:11Z,,"[{'href': 'https://ap.rdcpix.com/c50fc63ab2cf0bdee1ebad5b9bdff50el-m77896747s.jpg'}, {'href': 'https://ap.rdcpix.com/c50fc63ab2cf0bdee1ebad5b9bdff50el-m94957036s.jpg'}]","['central_air', 'dining_room', 'disability_features', 'dishwasher', 'forced_air', 'pets_allowed', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard', 'no_hoa', 'park']","[{'type': 'Office', 'photo': None, 'name': 'Keller Williams Capital Properties'}]",2023-12-17 18:56:06.172429,"['Laurel-Ridge-Elementary-School-0772864721', 'Robinson-Secondary-0772865201']"
4200,True,,{'href': 'https://ap.rdcpix.com/4fc21b97f2aca9104ea8f9961ad5e370l-m1121879147s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'basic_opt_in', 'products': ['core.agent']}",2959539849,False,,for_rent,1300-N-Hudson-St-2_Arlington_VA_22201_M96250-84365,400.0,"{'rdc': [{'listing_id': '2959539849', 'status': 'for_rent', 'listing_key': None, 'primary': True}]}","{'beds': 4, 'baths': 2, 'baths_full': 2, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 3759, 'sqft': 4010, 'year_built': 1940, 'sold_price': None, 'sold_date': None, 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1300%20N%20Hudson%20St%20Unit%202%2C%20Arlington%2C%20VA%2022201&size=640x480&source=outdoor&signature=uCiCmg_1mTNJwj-HtZQXn9_B9xw=', 'address': {'line': '1300 N Hudson St Unit 2', 'postal_code': '22201', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Arlington', 'coordinate': {'lat': 38.887753, 'lon': -77.097725}}, 'county': {'name': 'Arlington', 'fips_code': '51013'}}",,"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': False, 'is_plan': None, 'is_subdivision': None}",2023-09-10T00:27:44.000000Z,2023-10-05T19:35:20Z,,"[{'href': 'https://ap.rdcpix.com/4fc21b97f2aca9104ea8f9961ad5e370l-m1121879147s.jpg'}, {'href': 'https://ap.rdcpix.com/4fc21b97f2aca9104ea8f9961ad5e370l-m4135910054s.jpg'}]","['central_air', 'recreation_facilities', 'basement', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': 'Samson Properties'}]",2023-12-17 18:56:06.172429,"['Washington-Liberty-High-School-0772859031', 'Dorothy-Hamm-Middle-0772967701']"
2000,True,,{'href': 'https://ap.rdcpix.com/4701dc57fcda10a263184d6660b006c2l-m2845473129s.jpg'},"{'id': 'AVAL', 'agents': None, 'type': 'unit_rental', 'spec_id': None, 'plan_id': None}",,,2950392701,False,,for_rent,7402-Nigh-Rd_Falls-Church_VA_22043_M61829-89252,,"{'rdc': [{'listing_id': '2950392701', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '629276262', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '629322018', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 2, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': None, 'sqft': 1000, 'year_built': None, 'sold_price': 337000, 'sold_date': '2008-09-15', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7402%20Nigh%20Rd%2C%20Falls%20Church%2C%20VA%2022043&size=640x480&source=outdoor&signature=naY12QydRDuqJCaZAvCDTHkhKbM=', 'address': {'line': '7402 Nigh Rd', 'postal_code': '22043', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Falls Church', 'coordinate': {'lat': 38.906873, 'lon': -77.20143}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': '287113297375B2D0E69EE34B2A96CAD9'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_unit', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2022-12-02T04:03:45.000000Z,2023-12-04T13:04:16Z,,"[{'href': 'https://ap.rdcpix.com/4701dc57fcda10a263184d6660b006c2l-m2845473129s.jpg'}, {'href': 'https://ap.rdcpix.com/4701dc57fcda10a263184d6660b006c2l-m2414053893s.jpg'}]","['dishwasher', 'washer_dryer']","[{'type': 'Office', 'photo': None, 'name': None}]",2023-12-17 18:56:06.172429,"['Lemon-Road-Elementary-School-0772864751', 'Marshall-High-School-0772864901', 'Kilmer-Middle-School-0772864631']"
3000,True,,{'href': 'https://ap.rdcpix.com/9ccc8cbea893064b71b629254af0b67dl-m1477991996s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'basic_opt_in', 'products': ['core.agent']}",2961581576,False,,for_rent,4969-34th-St-N_Arlington_VA_22207_M57047-14172,,"{'rdc': [{'listing_id': '2961581576', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '644546410', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '642850822', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '626762698', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '592661970', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 2, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 7000, 'sqft': 1338, 'year_built': 1949, 'sold_price': 62856, 'sold_date': '1978-06-29', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4969%2034th%20St%20N%2C%20Arlington%2C%20VA%2022207&size=640x480&source=outdoor&signature=941RT9vMuxoRKC7rfFr8FgBXK0o=', 'address': {'line': '4969 34th St N', 'postal_code': '22207', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Arlington', 'coordinate': {'lat': 38.911887, 'lon': -77.139081}}, 'county': {'name': 'Arlington', 'fips_code': '51013'}}",{'public_record_id': '2D72248B3C53CBE40AF1ED61416ACE1A'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-11-13T16:13:24.000000Z,2023-11-13T11:14:45Z,,"[{'href': 'https://ap.rdcpix.com/9ccc8cbea893064b71b629254af0b67dl-m1477991996s.jpg'}, {'href': 'https://ap.rdcpix.com/9ccc8cbea893064b71b629254af0b67dl-m3939914529s.jpg'}]","['central_air', 'dining_room', 'disability_features', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer']","[{'type': 'Office', 'photo': None, 'name': 'Key Home Sales and Management'}]",2023-12-17 18:56:06.172429,"['Jamestown-Elementary-School-0772858841', 'Williamsburg-Middle-School-0772859041', 'Yorktown-High-School-0772859051']"
